timestamp,location,sensor_type,media_type,media_path,status,anomaly_detected,anomaly_type,ai_confidence
2025-12-28T19:45:56.448140,Section C-D,Thermal imaging camera,video,/media/drone/20251228/Section_C-D_18.video,normal,False,,
2025-12-28T18:36:56.448140,Section C-D,Spectroscopic sensor,image,/media/drone/20251228/Section_C-D_19.image,normal,False,,
2025-12-29T00:22:56.448140,Section A-B,Visible spectrum camera,video,/media/drone/20251229/Section_A-B_20.video,normal,False,,
2025-12-29T02:54:56.448140,Station Area,Thermal imaging camera,image,/media/drone/20251229/Station_Area_21.image,warning,True,Direct visual sighting of spill,91.0
2025-12-28T23:46:56.448140,Branch Line,Thermal imaging camera,video,/media/drone/20251228/Branch_Line_22.video,normal,False,,
2025-12-29T02:39:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251229/Section_B-C_23.image,warning,True,Direct visual sighting of spill,94.93
2025-12-29T05:26:56.448140,Branch Line,Spectroscopic sensor,image,/media/drone/20251229/Branch_Line_24.image,normal,False,,
2025-12-29T12:22:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_25.video,normal,False,,
2025-12-29T10:50:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251229/Section_A-B_26.video,normal,False,,
2025-12-29T11:02:56.448140,Branch Line,Thermal imaging camera,video,/media/drone/20251229/Branch_Line_27.video,normal,False,,
2025-12-28T22:03:56.448140,Section A-B,Thermal imaging camera,image,/media/drone/20251228/Section_A-B_28.image,normal,False,,
2025-12-29T06:26:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251229/Section_B-C_29.image,normal,False,,
2025-12-29T12:42:56.448140,Section B-C,Spectroscopic sensor,video,/media/drone/20251229/Section_B-C_30.video,normal,False,,
2025-12-29T10:48:56.448140,Main Pipeline KM 12.5,Visible spectrum camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_31.image,normal,False,,
2025-12-28T23:58:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251228/Main_Pipeline_KM_12.5_32.video,normal,False,,
2025-12-28T19:51:56.448140,Main Pipeline KM 18.3,Spectroscopic sensor,image,/media/drone/20251228/Main_Pipeline_KM_18.3_33.image,normal,False,,
2025-12-29T09:44:56.448140,Section C-D,Thermal imaging camera,image,/media/drone/20251229/Section_C-D_34.image,normal,False,,
2025-12-29T16:00:56.448140,Main Pipeline KM 12.5,Visible spectrum camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_35.image,normal,False,,
2025-12-29T15:31:56.448140,Branch Line,Visible spectrum camera,image,/media/drone/20251229/Branch_Line_36.image,normal,False,,
2025-12-28T20:08:56.448140,Section B-C,Spectroscopic sensor,image,/media/drone/20251228/Section_B-C_37.image,normal,False,,
2025-12-29T09:45:56.448140,Branch Line,Thermal imaging camera,video,/media/drone/20251229/Branch_Line_38.video,normal,False,,
2025-12-29T04:58:56.448140,Section B-C,Thermal imaging camera,image,/media/drone/20251229/Section_B-C_39.image,normal,False,,
2025-12-29T08:45:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_40.video,normal,False,,
2025-12-28T18:41:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251228/Station_Area_41.video,normal,False,,
2025-12-29T02:30:56.448140,Section A-B,Spectroscopic sensor,image,/media/drone/20251229/Section_A-B_42.image,normal,False,,
2025-12-29T02:33:56.448140,Branch Line,Visible spectrum camera,image,/media/drone/20251229/Branch_Line_43.image,normal,False,,
2025-12-29T16:18:56.448140,Section C-D,Thermal imaging camera,video,/media/drone/20251229/Section_C-D_44.video,normal,False,,
2025-12-29T02:53:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,video,/media/drone/20251229/Main_Pipeline_KM_12.5_45.video,normal,False,,
2025-12-29T04:35:56.448140,Branch Line,Visible spectrum camera,video,/media/drone/20251229/Branch_Line_46.video,normal,False,,
2025-12-29T10:27:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_47.video,normal,False,,
2025-12-29T16:11:56.448140,Section B-C,Thermal imaging camera,image,/media/drone/20251229/Section_B-C_48.image,critical,True,Identification of soil erosion or subsidence under the pipe,87.88
2025-12-29T14:19:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251229/Station_Area_49.video,normal,False,,
2025-12-29T05:52:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251229/Section_B-C_50.image,normal,False,,
2025-12-28T23:20:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,video,/media/drone/20251228/Main_Pipeline_KM_18.3_51.video,normal,False,,
2025-12-28T21:16:56.448140,Station Area,Spectroscopic sensor,image,/media/drone/20251228/Station_Area_52.image,normal,False,,
2025-12-28T20:45:56.448140,Branch Line,Spectroscopic sensor,video,/media/drone/20251228/Branch_Line_53.video,normal,False,,
2025-12-29T12:49:56.448140,Branch Line,Visible spectrum camera,image,/media/drone/20251229/Branch_Line_54.image,normal,False,,
2025-12-28T19:43:56.448140,Section B-C,Thermal imaging camera,video,/media/drone/20251228/Section_B-C_55.video,normal,False,,
2025-12-29T16:43:56.448140,Station Area,Visible spectrum camera,image,/media/drone/20251229/Station_Area_56.image,normal,False,,
2025-12-29T05:31:56.448140,Section B-C,Thermal imaging camera,video,/media/drone/20251229/Section_B-C_57.video,normal,False,,
2025-12-29T05:10:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_58.video,normal,False,,
2025-12-29T05:14:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251229/Station_Area_59.video,normal,False,,
2025-12-28T20:10:56.448140,Main Pipeline KM 18.3,Spectroscopic sensor,image,/media/drone/20251228/Main_Pipeline_KM_18.3_60.image,normal,False,,
2025-12-29T03:17:56.448140,Main Pipeline KM 18.3,Spectroscopic sensor,image,/media/drone/20251229/Main_Pipeline_KM_18.3_61.image,normal,False,,
2025-12-28T19:03:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251228/Section_A-B_62.video,normal,False,,
2025-12-28T19:00:56.448140,Section A-B,Spectroscopic sensor,image,/media/drone/20251228/Section_A-B_63.image,normal,False,,
2025-12-28T20:55:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251228/Main_Pipeline_KM_12.5_64.video,normal,False,,
2025-12-29T09:26:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_65.image,normal,False,,
2025-12-29T06:58:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251229/Station_Area_66.video,normal,False,,
2025-12-28T21:14:56.448140,Branch Line,Visible spectrum camera,image,/media/drone/20251228/Branch_Line_67.image,normal,False,,
2025-12-28T20:25:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,video,/media/drone/20251228/Main_Pipeline_KM_18.3_68.video,normal,False,,
2025-12-29T16:44:56.448140,Station Area,Visible spectrum camera,video,/media/drone/20251229/Station_Area_69.video,warning,True,Distinct thermal anomaly on the ground,98.93
2025-12-28T21:21:56.448140,Section B-C,Thermal imaging camera,image,/media/drone/20251228/Section_B-C_70.image,normal,False,,
2025-12-29T04:54:56.448140,Section B-C,Thermal imaging camera,image,/media/drone/20251229/Section_B-C_71.image,normal,False,,
2025-12-29T16:42:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,image,/media/drone/20251229/Main_Pipeline_KM_12.5_72.image,normal,False,,
2025-12-29T06:42:56.448140,Section C-D,Thermal imaging camera,video,/media/drone/20251229/Section_C-D_73.video,normal,False,,
2025-12-29T11:41:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251229/Station_Area_74.video,normal,False,,
2025-12-29T10:01:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_75.video,warning,True,Long-term changes in soil temperature,97.11
2025-12-29T08:02:56.448140,Station Area,Thermal imaging camera,image,/media/drone/20251229/Station_Area_76.image,normal,False,,
2025-12-29T16:27:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251229/Station_Area_77.video,normal,False,,
2025-12-29T11:57:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,image,/media/drone/20251229/Main_Pipeline_KM_18.3_78.image,normal,False,,
2025-12-29T10:08:56.448140,Section A-B,Visible spectrum camera,image,/media/drone/20251229/Section_A-B_79.image,normal,False,,
2025-12-29T08:51:56.448140,Section B-C,Spectroscopic sensor,video,/media/drone/20251229/Section_B-C_80.video,normal,False,,
2025-12-29T17:20:56.448140,Section B-C,Spectroscopic sensor,video,/media/drone/20251229/Section_B-C_81.video,normal,False,,
2025-12-29T17:07:56.448140,Section C-D,Visible spectrum camera,video,/media/drone/20251229/Section_C-D_82.video,normal,False,,
2025-12-28T18:35:56.448140,Branch Line,Thermal imaging camera,video,/media/drone/20251228/Branch_Line_83.video,critical,True,Detection of insulation failures,87.69
2025-12-29T09:21:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_84.video,warning,True,"Visual signs of rust, coating damage, or corrosion on exposed pipe",96.88
2025-12-29T11:49:56.448140,Section A-B,Thermal imaging camera,image,/media/drone/20251229/Section_A-B_85.image,normal,False,,
2025-12-29T11:44:56.448140,Station Area,Thermal imaging camera,image,/media/drone/20251229/Station_Area_86.image,normal,False,,
2025-12-28T19:16:56.448140,Station Area,Thermal imaging camera,image,/media/drone/20251228/Station_Area_87.image,normal,False,,
2025-12-28T21:15:56.448140,Station Area,Visible spectrum camera,video,/media/drone/20251228/Station_Area_88.video,normal,False,,
2025-12-29T10:31:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_89.video,normal,False,,
2025-12-29T01:40:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_90.video,normal,False,,
2025-12-29T00:09:56.448140,Station Area,Visible spectrum camera,image,/media/drone/20251229/Station_Area_91.image,normal,False,,
2025-12-28T20:13:56.448140,Station Area,Visible spectrum camera,image,/media/drone/20251228/Station_Area_92.image,normal,False,,
2025-12-28T21:42:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251228/Station_Area_93.video,normal,False,,
2025-12-29T03:17:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_94.video,normal,False,,
2025-12-29T17:21:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_95.video,normal,False,,
2025-12-29T11:50:56.448140,Branch Line,Thermal imaging camera,image,/media/drone/20251229/Branch_Line_96.image,normal,False,,
2025-12-29T12:10:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_97.video,normal,False,,
2025-12-29T18:26:56.448140,Section A-B,Visible spectrum camera,image,/media/drone/20251229/Section_A-B_98.image,normal,False,,
2025-12-29T07:10:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_99.video,normal,False,,
2025-12-29T08:04:56.448140,Section C-D,Spectroscopic sensor,video,/media/drone/20251229/Section_C-D_100.video,normal,False,,
2025-12-29T16:02:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251229/Station_Area_101.video,normal,False,,
2025-12-29T02:22:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251229/Section_A-B_102.video,normal,False,,
2025-12-29T07:40:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251229/Station_Area_103.video,normal,False,,
2025-12-29T09:35:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_104.video,normal,False,,
2025-12-29T12:38:56.448140,Section B-C,Thermal imaging camera,video,/media/drone/20251229/Section_B-C_105.video,normal,False,,
2025-12-29T08:53:56.448140,Section C-D,Visible spectrum camera,image,/media/drone/20251229/Section_C-D_106.image,normal,False,,
2025-12-29T03:25:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_107.video,normal,False,,
2025-12-29T08:33:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251229/Section_B-C_108.image,normal,False,,
2025-12-28T20:12:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,image,/media/drone/20251228/Main_Pipeline_KM_12.5_109.image,normal,False,,
2025-12-29T12:36:56.448140,Main Pipeline KM 18.3,Spectroscopic sensor,video,/media/drone/20251229/Main_Pipeline_KM_18.3_110.video,normal,False,,
2025-12-29T11:43:56.448140,Section B-C,Thermal imaging camera,video,/media/drone/20251229/Section_B-C_111.video,normal,False,,
2025-12-29T05:11:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,video,/media/drone/20251229/Main_Pipeline_KM_12.5_112.video,normal,False,,
2025-12-29T14:38:56.448140,Main Pipeline KM 18.3,Spectroscopic sensor,image,/media/drone/20251229/Main_Pipeline_KM_18.3_113.image,normal,False,,
2025-12-29T02:39:56.448140,Section B-C,Thermal imaging camera,video,/media/drone/20251229/Section_B-C_114.video,normal,False,,
2025-12-29T04:09:56.448140,Section C-D,Spectroscopic sensor,image,/media/drone/20251229/Section_C-D_115.image,normal,False,,
2025-12-29T11:52:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_116.video,normal,False,,
2025-12-29T11:17:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251229/Section_A-B_117.video,normal,False,,
2025-12-29T17:02:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251229/Station_Area_118.video,normal,False,,
2025-12-29T16:29:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251229/Section_B-C_119.image,normal,False,,
2025-12-29T04:14:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_120.video,warning,True,Consistently elevated gas concentration at a specific point,86.84
2025-12-29T04:07:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_121.video,normal,False,,
2025-12-29T14:49:56.448140,Main Pipeline KM 12.5,Visible spectrum camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_122.video,normal,False,,
2025-12-28T21:29:56.448140,Main Pipeline KM 18.3,Spectroscopic sensor,video,/media/drone/20251228/Main_Pipeline_KM_18.3_123.video,normal,False,,
2025-12-29T17:27:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251229/Section_A-B_124.video,normal,False,,
2025-12-29T05:43:56.448140,Branch Line,Thermal imaging camera,video,/media/drone/20251229/Branch_Line_125.video,normal,False,,
2025-12-28T21:33:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251228/Station_Area_126.video,warning,True,Distinct thermal anomaly on the ground,85.19
2025-12-29T01:05:56.448140,Section B-C,Thermal imaging camera,image,/media/drone/20251229/Section_B-C_127.image,normal,False,,
2025-12-29T15:40:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,image,/media/drone/20251229/Main_Pipeline_KM_18.3_128.image,normal,False,,
2025-12-29T06:47:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251229/Station_Area_129.video,normal,False,,
2025-12-29T11:21:56.448140,Station Area,Thermal imaging camera,image,/media/drone/20251229/Station_Area_130.image,normal,False,,
2025-12-29T12:09:56.448140,Section C-D,Visible spectrum camera,video,/media/drone/20251229/Section_C-D_131.video,critical,True,"Visual signs of rust, coating damage, or corrosion on exposed pipe",87.27
2025-12-29T12:34:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_132.video,normal,False,,
2025-12-29T16:55:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251229/Station_Area_133.video,warning,True,Identification of soil erosion or subsidence under the pipe,88.22
2025-12-29T07:25:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_134.video,warning,True,Direct visual sighting of spill,94.08
2025-12-29T05:14:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251229/Section_A-B_135.video,normal,False,,
2025-12-29T14:39:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_136.image,normal,False,,
2025-12-28T19:12:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251228/Section_B-C_137.image,normal,False,,
2025-12-29T12:58:56.448140,Branch Line,Visible spectrum camera,video,/media/drone/20251229/Branch_Line_138.video,normal,False,,
2025-12-29T17:44:56.448140,Section B-C,Thermal imaging camera,video,/media/drone/20251229/Section_B-C_139.video,normal,False,,
2025-12-29T14:38:56.448140,Section B-C,Spectroscopic sensor,video,/media/drone/20251229/Section_B-C_140.video,normal,False,,
2025-12-28T20:43:56.448140,Section A-B,Thermal imaging camera,image,/media/drone/20251228/Section_A-B_141.image,normal,False,,
2025-12-28T18:46:56.448140,Branch Line,Thermal imaging camera,image,/media/drone/20251228/Branch_Line_142.image,normal,False,,
2025-12-29T02:01:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251229/Section_B-C_143.image,normal,False,,
2025-12-28T19:28:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251228/Section_A-B_144.video,normal,False,,
2025-12-29T17:42:56.448140,Branch Line,Thermal imaging camera,video,/media/drone/20251229/Branch_Line_145.video,normal,False,,
2025-12-29T02:33:56.448140,Section B-C,Spectroscopic sensor,image,/media/drone/20251229/Section_B-C_146.image,normal,False,,
2025-12-29T05:08:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_18.3_147.image,normal,False,,
2025-12-29T17:14:56.448140,Section B-C,Thermal imaging camera,image,/media/drone/20251229/Section_B-C_148.image,normal,False,,
2025-12-29T15:47:56.448140,Section C-D,Visible spectrum camera,image,/media/drone/20251229/Section_C-D_149.image,normal,False,,
2025-12-29T13:29:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_150.video,normal,False,,
2025-12-29T11:05:56.448140,Branch Line,Spectroscopic sensor,video,/media/drone/20251229/Branch_Line_151.video,normal,False,,
2025-12-29T01:55:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251229/Station_Area_152.video,normal,False,,
2025-12-29T13:09:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_153.image,normal,False,,
2025-12-29T17:31:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_18.3_154.image,normal,False,,
2025-12-29T10:51:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_155.image,normal,False,,
2025-12-29T07:48:56.448140,Section B-C,Thermal imaging camera,image,/media/drone/20251229/Section_B-C_156.image,warning,True,Identification of soil erosion or subsidence under the pipe,91.71
2025-12-28T23:30:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251228/Section_A-B_157.video,normal,False,,
2025-12-29T16:25:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_158.video,normal,False,,
2025-12-29T17:45:56.448140,Station Area,Spectroscopic sensor,image,/media/drone/20251229/Station_Area_159.image,normal,False,,
2025-12-29T03:44:56.448140,Section A-B,Visible spectrum camera,video,/media/drone/20251229/Section_A-B_160.video,warning,True,Gradual discoloration,90.63
2025-12-29T16:27:56.448140,Branch Line,Visible spectrum camera,image,/media/drone/20251229/Branch_Line_161.image,normal,False,,
2025-12-28T22:25:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,image,/media/drone/20251228/Main_Pipeline_KM_12.5_162.image,normal,False,,
2025-12-28T18:32:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,image,/media/drone/20251228/Main_Pipeline_KM_12.5_163.image,normal,False,,
2025-12-29T09:42:56.448140,Station Area,Visible spectrum camera,image,/media/drone/20251229/Station_Area_164.image,normal,False,,
2025-12-29T16:21:56.448140,Section A-B,Visible spectrum camera,image,/media/drone/20251229/Section_A-B_165.image,normal,False,,
2025-12-29T06:28:56.448140,Section A-B,Visible spectrum camera,video,/media/drone/20251229/Section_A-B_166.video,critical,True,Long-term changes in soil temperature,86.15
2025-12-29T15:20:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251229/Section_B-C_167.image,normal,False,,
2025-12-29T13:34:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_18.3_168.image,warning,True,Gradual discoloration,88.06
2025-12-29T14:25:56.448140,Station Area,Visible spectrum camera,image,/media/drone/20251229/Station_Area_169.image,normal,False,,
2025-12-28T18:41:56.448140,Main Pipeline KM 18.3,Spectroscopic sensor,video,/media/drone/20251228/Main_Pipeline_KM_18.3_170.video,normal,False,,
2025-12-29T18:01:56.448140,Section A-B,Visible spectrum camera,image,/media/drone/20251229/Section_A-B_171.image,critical,True,Direct visual sighting of spill,85.11
2025-12-28T22:16:56.448140,Section B-C,Visible spectrum camera,image,/media/drone/20251228/Section_B-C_172.image,normal,False,,
2025-12-28T22:45:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251228/Section_A-B_173.video,normal,False,,
2025-12-29T03:47:56.448140,Main Pipeline KM 18.3,Visible spectrum camera,video,/media/drone/20251229/Main_Pipeline_KM_18.3_174.video,normal,False,,
2025-12-29T11:40:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,image,/media/drone/20251229/Main_Pipeline_KM_12.5_175.image,normal,False,,
2025-12-29T03:48:56.448140,Section A-B,Thermal imaging camera,image,/media/drone/20251229/Section_A-B_176.image,normal,False,,
2025-12-29T15:10:56.448140,Main Pipeline KM 18.3,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_18.3_177.image,normal,False,,
2025-12-29T15:12:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,video,/media/drone/20251229/Main_Pipeline_KM_12.5_178.video,warning,True,Detection of gas cloud,94.8
2025-12-29T00:06:56.448140,Section C-D,Spectroscopic sensor,video,/media/drone/20251229/Section_C-D_179.video,normal,False,,
2025-12-29T14:32:56.448140,Section A-B,Visible spectrum camera,image,/media/drone/20251229/Section_A-B_180.image,normal,False,,
2025-12-28T19:24:56.448140,Station Area,Visible spectrum camera,video,/media/drone/20251228/Station_Area_181.video,normal,False,,
2025-12-28T23:06:56.448140,Branch Line,Thermal imaging camera,video,/media/drone/20251228/Branch_Line_182.video,normal,False,,
2025-12-29T11:06:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_183.image,normal,False,,
2025-12-29T01:21:56.448140,Section A-B,Spectroscopic sensor,video,/media/drone/20251229/Section_A-B_184.video,normal,False,,
2025-12-29T12:46:56.448140,Branch Line,Visible spectrum camera,image,/media/drone/20251229/Branch_Line_185.image,normal,False,,
2025-12-29T03:56:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,image,/media/drone/20251229/Main_Pipeline_KM_12.5_186.image,normal,False,,
2025-12-29T06:33:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251229/Station_Area_187.video,normal,False,,
2025-12-29T01:37:56.448140,Section C-D,Spectroscopic sensor,video,/media/drone/20251229/Section_C-D_188.video,normal,False,,
2025-12-28T18:40:56.448140,Station Area,Spectroscopic sensor,video,/media/drone/20251228/Station_Area_189.video,normal,False,,
2025-12-28T22:41:56.448140,Main Pipeline KM 12.5,Visible spectrum camera,video,/media/drone/20251228/Main_Pipeline_KM_12.5_190.video,normal,False,,
2025-12-29T09:14:56.448140,Branch Line,Spectroscopic sensor,video,/media/drone/20251229/Branch_Line_191.video,normal,False,,
2025-12-29T16:00:56.448140,Branch Line,Visible spectrum camera,image,/media/drone/20251229/Branch_Line_192.image,normal,False,,
2025-12-28T22:09:56.448140,Section B-C,Spectroscopic sensor,image,/media/drone/20251228/Section_B-C_193.image,normal,False,,
2025-12-29T02:16:56.448140,Section C-D,Spectroscopic sensor,image,/media/drone/20251229/Section_C-D_194.image,normal,False,,
2025-12-29T17:51:56.448140,Section C-D,Visible spectrum camera,video,/media/drone/20251229/Section_C-D_195.video,normal,False,,
2025-12-29T15:30:56.448140,Section A-B,Visible spectrum camera,video,/media/drone/20251229/Section_A-B_196.video,normal,False,,
2025-12-29T06:07:56.448140,Section A-B,Thermal imaging camera,video,/media/drone/20251229/Section_A-B_197.video,normal,False,,
2025-12-28T23:48:56.448140,Main Pipeline KM 12.5,Spectroscopic sensor,video,/media/drone/20251228/Main_Pipeline_KM_12.5_198.video,normal,False,,
2025-12-29T15:23:56.448140,Main Pipeline KM 12.5,Thermal imaging camera,video,/media/drone/20251229/Main_Pipeline_KM_12.5_199.video,normal,False,,
2025-12-29T05:53:56.448140,Station Area,Spectroscopic sensor,image,/media/drone/20251229/Station_Area_200.image,normal,False,,
2025-12-29T07:41:56.448140,Station Area,Thermal imaging camera,video,/media/drone/20251229/Station_Area_201.video,normal,False,,
2025-12-29T17:10:56.448140,Station Area,Thermal imaging camera,image,/media/drone/20251229/Station_Area_202.image,normal,False,,
